Callahan (28.09.1999): Hedge End 160,00 z³
Callahan (28.09.1999): Hedge End 84,00 z³
King (29.09.1999): México D.F. 248,00 z³
King (29.09.1999): México D.F. 504,00 z³
King (29.09.1999): México D.F. 420,00 z³
Buchanan (30.09.1999): Oulu 510,00 z³
Leverling (30.09.1999): Hedge End 140,00 z³
King (01.10.1999): México D.F. 120,00 z³
Peacock (04.10.1999): Brandenburg 60,00 z³
Peacock (04.10.1999): Brandenburg 44,00 z³
Peacock (04.10.1999): Brandenburg 56,00 z³
Dodsworth (05.10.1999): Boise 294,00 z³
Dodsworth (05.10.1999): Boise 980,00 z³
Dodsworth (05.10.1999): Boise 300,00 z³
Dodsworth (05.10.1999): Boise 1760,00 z³
Dodsworth (05.10.1999): Boise 2800,00 z³
Davolio (06.10.1999): Brandenburg 120,00 z³
Davolio (06.10.1999): Brandenburg 60,00 z³
Davolio (06.10.1999): Brandenburg 171,00 z³
Davolio (06.10.1999): Brandenburg 40,00 z³
Davolio (06.10.1999): Brandenburg 1120,00 z³
Peacock (07.10.1999): Madryt 432,00 z³
Peacock (07.10.1999): Madryt 256,00 z³
Peacock (07.10.1999): Madryt 300,00 z³
Fuller (08.10.1999): Bräcke 375,00 z³
Fuller (08.10.1999): Bräcke 850,00 z³
Fuller (08.10.1999): Bräcke 735,00 z³
Fuller (08.10.1999): Bräcke 330,00 z³
Peacock (11.10.1999): Lizbona 396,00 z³
Peacock (11.10.1999): Lizbona 680,00 z³
Peacock (11.10.1999): Lizbona 100,00 z³
Peacock (12.10.1999): Lander 70,00 z³
Peacock (12.10.1999): Lander 168,00 z³
Peacock (12.10.1999): Lander 4220,00 z³
Peacock (12.10.1999): Lander 360,00 z³
Leverling (13.10.1999): Barquisimeto 1250,00 z³
Leverling (13.10.1999): Barquisimeto 700,00 z³
Dodsworth (13.10.1999): Marsylia 90,00 z³
Leverling (14.10.1999): Montréal 2000,00 z³
Leverling (14.10.1999): Montréal 110,00 z³
Leverling (14.10.1999): Montréal 128,00 z³
Buchanan (15.10.1999): Oulu 190,00 z³
Buchanan (15.10.1999): Oulu 80,00 z³
Buchanan (15.10.1999): Oulu 680,00 z³
Callahan (18.10.1999): Lyon 48,00 z³
Callahan (18.10.1999): Lyon 100,00 z³
King (19.10.1999): Cork 105,00 z³
King (19.10.1999): Cork 250,00 z³
King (19.10.1999): Cork 156,00 z³
King (19.10.1999): Cork 2016,00 z³
King (20.10.1999): Lizbona 324,00 z³
Peacock (21.10.1999): Monachium 280,00 z³
Peacock (21.10.1999): Monachium 600,00 z³
Peacock (21.10.1999): Monachium 300,00 z³
Peacock (21.10.1999): Monachium 588,00 z³
Peacock (21.10.1999): Monachium 700,00 z³
Peacock (22.10.1999): Anchorage 620,00 z³
Peacock (22.10.1999): Anchorage 315,00 z³
Fuller (25.10.1999): Montréal 180,00 z³
Fuller (25.10.1999): Montréal 2170,00 z³
Fuller (25.10.1999): Montréal 1092,00 z³
Davolio (26.10.1999): Marsylia 1000,00 z³
Davolio (26.10.1999): Marsylia 96,00 z³
Davolio (26.10.1999): Marsylia 1480,00 z³
King (26.10.1999): Kopenhaga 16,00 z³
King (26.10.1999): Kopenhaga 396,00 z³
Peacock (27.10.1999): Monachium 360,00 z³
Peacock (27.10.1999): Monachium 560,00 z³
Peacock (27.10.1999): Monachium 600,00 z³
Peacock (27.10.1999): Monachium 760,00 z³
Peacock (28.10.1999): Frankfurt n/M 1350,00 z³
Peacock (28.10.1999): Frankfurt n/M 40,00 z³
Peacock (28.10.1999): Frankfurt n/M 210,00 z³
Peacock (29.10.1999): Seattle 630,00 z³
Peacock (29.10.1999): Seattle 2240,00 z³
Fuller (01.11.1999): Cunewalde 2240,00 z³
Fuller (01.11.1999): Cunewalde 560,00 z³
Fuller (01.11.1999): Cunewalde 99,00 z³
Leverling (02.11.1999): Albuquerque 1116,00 z³
Leverling (02.11.1999): Albuquerque 600,00 z³
Peacock (03.11.1999): São Paulo 110,00 z³
Peacock (03.11.1999): São Paulo 700,00 z³
Peacock (03.11.1999): São Paulo 60,00 z³
Peacock (03.11.1999): São Paulo 36,00 z³
Peacock (04.11.1999): Stuttgart 210,00 z³
Peacock (04.11.1999): Stuttgart 175,00 z³
King (05.11.1999): Lander 144,00 z³
Suyama (08.11.1999): Tuluza 195,00 z³
Suyama (08.11.1999): Tuluza 522,00 z³
Davolio (08.11.1999): Graz 4220,00 z³
Davolio (08.11.1999): Graz 104,00 z³
Davolio (08.11.1999): Graz 1232,00 z³
Davolio (08.11.1999): Graz 170,00 z³
Leverling (09.11.1999): Lizbona 40,00 z³
Leverling (09.11.1999): Lizbona 120,00 z³
King (10.11.1999): Salzburg 204,00 z³
King (10.11.1999): Salzburg 10550,00 z³
Callahan (11.11.1999): México D.F. 168,00 z³
Callahan (11.11.1999): México D.F. 396,00 z³
Suyama (12.11.1999): Colchester 100,00 z³
Suyama (12.11.1999): Colchester 400,00 z³
Suyama (15.11.1999): Stuttgart 300,00 z³
Suyama (15.11.1999): Stuttgart 228,00 z³
Suyama (15.11.1999): Stuttgart 580,00 z³
Davolio (16.11.1999): Barquisimeto 750,00 z³
Davolio (16.11.1999): Barquisimeto 400,00 z³
Davolio (16.11.1999): Barquisimeto 216,00 z³
Buchanan (17.11.1999): Tuluza 40,00 z³
Buchanan (17.11.1999): Tuluza 110,00 z³
Buchanan (17.11.1999): Tuluza 300,00 z³
Buchanan (18.11.1999): Londyn 784,00 z³
Buchanan (18.11.1999): Londyn 700,00 z³
Buchanan (18.11.1999): Londyn 2160,00 z³
Peacock (19.11.1999): Strasbourg 1080,00 z³
Peacock (19.11.1999): Strasbourg 3465,00 z³
Peacock (19.11.1999): Strasbourg 2110,00 z³
Peacock (19.11.1999): Strasbourg 560,00 z³
Peacock (19.11.1999): Strasbourg 168,00 z³
Davolio (19.11.1999): Cunewalde 756,00 z³
Davolio (19.11.1999): Cunewalde 1485,00 z³
Leverling (22.11.1999): Marsylia 550,00 z³
Leverling (22.11.1999): Marsylia 840,00 z³
Leverling (22.11.1999): Marsylia 144,00 z³
Peacock (23.11.1999): Aachen 200,00 z³
Peacock (23.11.1999): Aachen 72,00 z³
Peacock (23.11.1999): Aachen 168,00 z³
Davolio (23.11.1999): Londyn 870,00 z³
Davolio (23.11.1999): Londyn 85,00 z³
Leverling (24.11.1999): México D.F. 408,00 z³
Callahan (25.11.1999): Barcelona 85,00 z³
Callahan (25.11.1999): Barcelona 50,00 z³
King (25.11.1999): Aarhus 396,00 z³
King (25.11.1999): Aarhus 108,00 z³
King (25.11.1999): Aarhus 255,00 z³
King (25.11.1999): Aarhus 70,00 z³
Fuller (26.11.1999): Graz 40,00 z³
Fuller (26.11.1999): Graz 468,00 z³
Fuller (26.11.1999): Graz 400,00 z³
Fuller (26.11.1999): Graz 945,00 z³
Callahan (29.11.1999): Lander 1980,00 z³
Callahan (29.11.1999): Lander 540,00 z³
Suyama (30.11.1999): Berno 210,00 z³
Suyama (30.11.1999): Berno 810,00 z³
Suyama (30.11.1999): Berno 160,00 z³
Davolio (30.11.1999): Tuluza 90,00 z³
Buchanan (01.12.1999): São Paulo 780,00 z³
Buchanan (01.12.1999): São Paulo 8440,00 z³
Buchanan (01.12.1999): São Paulo 1890,00 z³
Buchanan (01.12.1999): São Paulo 1176,00 z³
Peacock (02.12.1999): Cork 880,00 z³
Peacock (02.12.1999): Cork 850,00 z³
Davolio (02.12.1999): Warszawa 300,00 z³
Davolio (02.12.1999): Warszawa 165,00 z³
Leverling (03.12.1999): Elgin 285,00 z³
Leverling (03.12.1999): Elgin 60,00 z³
Davolio (06.12.1999): Montréal 420,00 z³
Davolio (06.12.1999): Londyn 720,00 z³
Davolio (06.12.1999): Londyn 280,00 z³
Buchanan (07.12.1999): Bräcke 102,00 z³
Fuller (08.12.1999): Rio de Janeir 64,00 z³
Fuller (08.12.1999): Rio de Janeir 560,00 z³
Fuller (08.12.1999): Rio de Janeir 340,00 z³
Callahan (09.12.1999): Cork 378,00 z³
Callahan (09.12.1999): Cork 520,00 z³
Callahan (09.12.1999): Cork 162,00 z³
Callahan (09.12.1999): Cork 360,00 z³
Leverling (09.12.1999): Barquisimeto 112,00 z³
Peacock (10.12.1999): Graz 544,00 z³
Peacock (10.12.1999): Graz 450,00 z³
Peacock (10.12.1999): Graz 1386,00 z³
Peacock (10.12.1999): Graz 120,00 z³
Peacock (10.12.1999): Graz 400,00 z³
Callahan (13.12.1999): Colchester 100,00 z³
Callahan (13.12.1999): Colchester 195,00 z³
Callahan (13.12.1999): Colchester 600,00 z³
Leverling (13.12.1999): Luleaa 1820,00 z³
Leverling (13.12.1999): Luleaa 405,00 z³
Davolio (14.12.1999): Lander 240,00 z³
Davolio (14.12.1999): Lander 540,00 z³
Davolio (14.12.1999): Lander 80,00 z³
Dodsworth (15.12.1999): São Paulo 60,00 z³
Dodsworth (15.12.1999): São Paulo 110,00 z³
Davolio (15.12.1999): Stavern 60,00 z³
Davolio (15.12.1999): Stavern 216,00 z³
Davolio (15.12.1999): Stavern 528,00 z³
Davolio (15.12.1999): Stavern 255,00 z³
Fuller (16.12.1999): Londyn 120,00 z³
Fuller (16.12.1999): Londyn 120,00 z³
Fuller (16.12.1999): Londyn 1040,00 z³
Peacock (17.12.1999): Tsawassen 400,00 z³
Peacock (17.12.1999): Tsawassen 285,00 z³
Peacock (17.12.1999): Tsawassen 780,00 z³
Peacock (17.12.1999): Tsawassen 360,00 z³
Suyama (20.12.1999): Graz 600,00 z³
Suyama (20.12.1999): Graz 560,00 z³
Suyama (20.12.1999): Graz 450,00 z³
Suyama (20.12.1999): Graz 672,00 z³
Leverling (20.12.1999): Aachen 90,00 z³
Fuller (21.12.1999): Salzburg 1450,00 z³
Davolio (22.12.1999): Boise 375,00 z³
Davolio (22.12.1999): Boise 798,00 z³
Davolio (22.12.1999): Boise 77,00 z³
Davolio (22.12.1999): Boise 1750,00 z³
Davolio (22.12.1999): Boise 320,00 z³
Davolio (22.12.1999): Elgin 50,00 z³
Davolio (22.12.1999): Elgin 390,00 z³
Suyama (23.12.1999): San Cristóbal 280,00 z³
Suyama (23.12.1999): San Cristóbal 1820,00 z³
Suyama (23.12.1999): San Cristóbal 232,00 z³
Davolio (24.12.1999): Monachium 280,00 z³
Davolio (24.12.1999): Monachium 1020,00 z³
Davolio (24.12.1999): Monachium 588,00 z³
Buchanan (24.12.1999): Lizbona 80,00 z³
Buchanan (24.12.1999): Lizbona 756,00 z³
Fuller (27.12.1999): Boise 420,00 z³
Fuller (27.12.1999): Boise 2280,00 z³
Callahan (28.12.1999): Aarhus 600,00 z³
Callahan (28.12.1999): Aarhus 510,00 z³
Callahan (28.12.1999): Aarhus 490,00 z³
Callahan (28.12.1999): Aarhus 140,00 z³
Davolio (29.12.1999): Londyn 2079,00 z³
Davolio (29.12.1999): Londyn 490,00 z³
Davolio (29.12.1999): Londyn 480,00 z³
Davolio (29.12.1999): Albuquerque 378,00 z³
Davolio (29.12.1999): Albuquerque 2100,00 z³
Davolio (29.12.1999): Albuquerque 340,00 z³
Davolio (29.12.1999): Albuquerque 1020,00 z³
Callahan (30.12.1999): Graz 420,00 z³
Callahan (30.12.1999): Graz 2275,00 z³
Peacock (31.12.1999): Graz 294,00 z³
Peacock (31.12.1999): Graz 700,00 z³
Fuller (31.12.1999): Bergamo 750,00 z³
Fuller (31.12.1999): Bergamo 440,00 z³
Fuller (31.12.1999): Bergamo 480,00 z³
Davolio (03.01.2000): I. de Margari 400,00 z³
King (04.01.2000): São Paulo 140,00 z³
King (04.01.2000): São Paulo 240,00 z³
King (04.01.2000): São Paulo 1512,00 z³
King (04.01.2000): São Paulo 75,00 z³
King (04.01.2000): São Paulo 30,00 z³
Fuller (04.01.2000): Kolonia 510,00 z³
Fuller (04.01.2000): Kolonia 435,00 z³
Fuller (04.01.2000): Kolonia 255,00 z³
Callahan (05.01.2000): Lille 210,00 z³
Callahan (05.01.2000): Lille 36,00 z³
Callahan (05.01.2000): Lille 1365,00 z³
Leverling (06.01.2000): Buenos Aires 228,00 z³
Leverling (06.01.2000): Buenos Aires 96,00 z³
Leverling (07.01.2000): Tsawassen 98,00 z³
Leverling (07.01.2000): Tsawassen 704,00 z³
Dodsworth (07.01.2000): Tsawassen 200,00 z³
Dodsworth (07.01.2000): Tsawassen 640,00 z³
Dodsworth (07.01.2000): Tsawassen 396,00 z³
Callahan (10.01.2000): Oulu 380,00 z³
Leverling (11.01.2000): Tuluza 336,00 z³
Leverling (11.01.2000): Tuluza 1560,00 z³
Leverling (11.01.2000): Tuluza 196,00 z³
Fuller (11.01.2000): São Paulo 126,00 z³
Fuller (11.01.2000): São Paulo 100,00 z³
Leverling (12.01.2000): Elgin 62,00 z³
Leverling (12.01.2000): Elgin 40,00 z³
Callahan (13.01.2000): Oulu 140,00 z³
Callahan (13.01.2000): Oulu 260,00 z³
Callahan (13.01.2000): Oulu 320,00 z³
Peacock (13.01.2000): Kopenhaga 10550,00 z³
Peacock (13.01.2000): Kopenhaga 20,00 z³
Peacock (13.01.2000): Kopenhaga 360,00 z³
Peacock (13.01.2000): Kopenhaga 350,00 z³
Peacock (14.01.2000): Cunewalde 900,00 z³
Peacock (14.01.2000): Cunewalde 440,00 z³
Peacock (14.01.2000): Cunewalde 368,00 z³
Peacock (14.01.2000): Cunewalde 120,00 z³
Peacock (17.01.2000): Genewa 1620,00 z³
Peacock (17.01.2000): Genewa 580,00 z³
Leverling (18.01.2000): Resende 1560,00 z³
Leverling (18.01.2000): Resende 10,00 z³
Leverling (18.01.2000): Resende 96,00 z³
Leverling (18.01.2000): Resende 240,00 z³
Callahan (18.01.2000): Rio de Janeir 28,00 z³
Callahan (18.01.2000): Rio de Janeir 750,00 z³
Callahan (18.01.2000): Rio de Janeir 390,00 z³
Callahan (18.01.2000): Rio de Janeir 100,00 z³
Fuller (19.01.2000): Turyn 50,00 z³
Suyama (20.01.2000): Campinas 140,00 z³
Suyama (20.01.2000): Campinas 880,00 z³
King (20.01.2000): Montréal 840,00 z³
King (20.01.2000): Montréal 10339,00 z³
King (20.01.2000): Montréal 300,00 z³
Suyama (21.01.2000): Tuluza 190,00 z³
Suyama (21.01.2000): Tuluza 280,00 z³
Peacock (24.01.2000): Barcelona 150,00 z³
Peacock (24.01.2000): Barcelona 189,00 z³
Peacock (24.01.2000): Salzburg 665,00 z³
King (25.01.2000): Reggio Emilia 200,00 z³
Leverling (26.01.2000): Cork 520,00 z³
Leverling (26.01.2000): Cork 1225,00 z³
Peacock (27.01.2000): Graz 1395,00 z³
Peacock (27.01.2000): Graz 400,00 z³
Peacock (27.01.2000): Graz 900,00 z³
Peacock (27.01.2000): Graz 3080,00 z³
Peacock (27.01.2000): Tsawassen 1550,00 z³
Peacock (27.01.2000): Tsawassen 750,00 z³
Peacock (27.01.2000): Tsawassen 240,00 z³
Leverling (28.01.2000): Lander 250,00 z³
Leverling (28.01.2000): Lander 240,00 z³
Leverling (31.01.2000): Lizbona 840,00 z³
Leverling (31.01.2000): Bräcke 102,00 z³
Leverling (31.01.2000): Bräcke 252,00 z³
Callahan (01.02.2000): Londyn 150,00 z³
Callahan (01.02.2000): Londyn 204,00 z³
Callahan (01.02.2000): Londyn 280,00 z³
Leverling (02.02.2000): Strasbourg 50,00 z³
Leverling (02.02.2000): Strasbourg 1200,00 z³
Leverling (02.02.2000): Strasbourg 810,00 z³
Leverling (02.02.2000): Strasbourg 144,00 z³
Callahan (02.02.2000): Oulu 390,00 z³
Leverling (03.02.2000): Münster 105,00 z³
Leverling (03.02.2000): Münster 220,00 z³
Leverling (03.02.2000): Münster 240,00 z³
Suyama (04.02.2000): Montréal 450,00 z³
Suyama (04.02.2000): Montréal 224,00 z³
Suyama (04.02.2000): Montréal 162,00 z³
Suyama (04.02.2000): Montréal 240,00 z³
Peacock (07.02.2000): Boise 675,00 z³
Peacock (07.02.2000): Boise 686,00 z³
Peacock (07.02.2000): Boise 2376,00 z³
Peacock (07.02.2000): Boise 2070,00 z³
Leverling (07.02.2000): Anchorage 1750,00 z³
Leverling (08.02.2000): Graz 510,00 z³
Leverling (08.02.2000): Graz 480,00 z³
Leverling (08.02.2000): Graz 840,00 z³
Callahan (09.02.2000): Reggio Emilia 102,00 z³
Callahan (09.02.2000): Reggio Emilia 432,00 z³
Leverling (09.02.2000): Luleaa 310,00 z³
Leverling (09.02.2000): Luleaa 375,00 z³
Leverling (09.02.2000): Luleaa 112,00 z³
Leverling (09.02.2000): Luleaa 240,00 z³
Leverling (10.02.2000): Luleaa 84,00 z³
Leverling (10.02.2000): Luleaa 90,00 z³
Suyama (11.02.2000): Münster 84,00 z³
Suyama (11.02.2000): Münster 80,00 z³
Suyama (11.02.2000): Münster 30,00 z³
Suyama (11.02.2000): Münster 90,00 z³
Peacock (11.02.2000): Rio de Janeir 280,00 z³
Peacock (11.02.2000): Rio de Janeir 595,00 z³
Peacock (11.02.2000): Rio de Janeir 34,00 z³
Peacock (14.02.2000): Buenos Aires 150,00 z³
Peacock (14.02.2000): Buenos Aires 300,00 z³
Leverling (15.02.2000): Strasbourg 350,00 z³
Leverling (15.02.2000): Strasbourg 120,00 z³
Leverling (15.02.2000): Strasbourg 1365,00 z³
Callahan (16.02.2000): Lyon 500,00 z³
Callahan (16.02.2000): Lyon 36,00 z³
Peacock (16.02.2000): Cunewalde 2280,00 z³
Peacock (16.02.2000): Cunewalde 945,00 z³
Peacock (16.02.2000): Cunewalde 476,00 z³
Peacock (16.02.2000): Cunewalde 550,00 z³
Callahan (17.02.2000): Boise 540,00 z³
Callahan (17.02.2000): Boise 1600,00 z³
Davolio (18.02.2000): Colchester 150,00 z³
Davolio (18.02.2000): Colchester 300,00 z³
Peacock (18.02.2000): Tuluza 280,00 z³
Peacock (18.02.2000): Tuluza 40,00 z³
Peacock (18.02.2000): Tuluza 100,00 z³
Callahan (21.02.2000): Oulu 280,00 z³
Callahan (21.02.2000): Oulu 1300,00 z³
Callahan (21.02.2000): Oulu 575,00 z³
Callahan (21.02.2000): Oulu 510,00 z³
Callahan (22.02.2000): Brandenburg 320,00 z³
Callahan (22.02.2000): Brandenburg 336,00 z³
Fuller (22.02.2000): Brandenburg 1584,00 z³
King (23.02.2000): Charleroi 750,00 z³
King (23.02.2000): Charleroi 1080,00 z³
King (23.02.2000): Charleroi 740,00 z³
King (23.02.2000): Charleroi 450,00 z³
King (23.02.2000): Charleroi 850,00 z³
Peacock (24.02.2000): Lyon 384,00 z³
